smiles,dipole_moment
C#CC12CCC3C1CN23,1.6804
CC(C#N)C(C)(C)C,3.9167
O=C1CC2(CC3CC23)N1,4.0569
CC1OC(C)C1(C)C=O,2.8045
ON=C1CC(O)C1C#C,0.773
CCC(=O)CC#CC=O,4.7263
CCCCC(C)NC=O,3.6072
NC12CN=C3OC1C23N,4.2696
O=C1COC2=CC=NN12,3.4922
N#CC12CCC1C1NC21,4.0655
CN=CNC1=CC=NO1,5.0057
CC1CC11COC1C,1.8124
CCN1C2C3OC2C13C,1.5334
C(C1CN1)C1=COC=N1,2.2548
CCC1CC1C#C,0.8461
CCCC1CC(C)(C)O1,1.4151
COC(C)C(O)C1CO1,2.1943
CN1CC11CC2CC12C,1.0798
OCC1C2OCC=CC12,2.9123
NC1=NC(=O)C=CO1,5.9358
CC1=CCCC1NC=O,3.6602
CC1C2NC(=O)N(C)C12,3.7419
CC1=CC2OC1C2C#C,2.0539
CCCC1=C(N)C=CO1,1.4473
N=C1ON=CN=CC1=N,2.8493
CC1OC2C(C#N)C12N,5.0655
CC(=O)CC1COC1=O,3.4762
O=C1COC11COC1,1.8526
OC1CNC2=NNC=C12,1.7044
CC12COC1C21CCC1,1.7790000000000001
CCC1C2CCC12C#C,0.9063
CC1(CO)NCC1=NO,0.9645
CC1COC2=NNC=C12,3.5036
OC1(C=O)C2CC2C1=O,3.9936
CN1C2CC1C(=O)C2,3.4602
C1OCC1N1CC=CC1,2.4088
CC1CC(=N)OC1C,3.3554
CN1N=C(C)C(O)=N1,1.1053
COC1OC(=O)OC1=N,2.8646
C1OC2CCCC1CO2,1.9897
OC12CC1CC=C2C#N,4.0928
OC1=C(F)C(=O)N=CO1,6.5011
N#CCCC#CC1CC1,4.5437
CCC1CC(C=O)=CN1,5.5344
CNC(CC#N)C1CN1,4.0576
OC1=CNC2=C1N=CN2,4.5773
C1C2C3OC4COC13C24,1.4905
CC1C2COC1C(=O)N2,4.3663
CC1C2C3OCC1C23,1.5581
CC1=C(N)C=C2CCN12,1.1927
COCCC1(CC1)C#N,3.555
OC(C=O)C#CCC#N,1.5419
CN(C)C1C2OC1C2=O,3.3297
CC1C(C)(C)C1(C)C#N,4.4111
CC1CCOC(=N)C1,3.2208
OC1CC1C1=NC=CO1,2.4394
N=COC(=O)C(=O)C#N,3.4072
CC1C2C3CC1(O)C23O,1.6992
CC1OCC(O)C(C)O1,1.8157
OC1=CC(=O)C=CN=C1,4.0716
CCC12C(C)C1NC2=O,3.5101
CC1C2CC3C=CC2C13,0.2731
C1C2C1C1=CC=NN21,2.8783
CC(C)N=C1NN=NN1,1.2625
C1C2OC3C4OC2C1C34,1.7706
O=CN1C(CC1=O)C#N,4.3077
CC1(OCCCO1)C#C,1.5759
OC1CC2COC=NC12,3.1444
CC12CC1(CC=O)CC2,2.8961
C1CC2CC3C1C3CO2,1.4083
COC1CC(=O)NC1=O,1.7539
OC1CC(=N)NC1=O,1.5514
CC1=NN2C3CC3C2=N1,2.8399
C1CC(O1)C1OCC=C1,0.4717
OC1C2CC1C(=O)O2,4.2798
OC12C3CC1(CC2=O)O3,2.1196
N#CCN=C1CN=CN1,1.6855
CC1=C(F)N=CNC1=O,2.3748
OC12CC1NC=CC2=O,5.2631
CC(C)C(O)CC1CO1,2.8305
NC1=CNC2=C1C=CO2,1.6575
CC(=N)OC1(C)CC1,1.1884
OCC(CC#N)N1CC1,2.7898
OC(C=O)C#CC1CC1,2.9886
CCOCC1(CC1)C#N,4.5387
CC1C2N1C(=O)CC2=O,2.0877
NC1=C(O)C=C2CCN12,0.9690000000000001
CC1N2C3CC=C1C23,0.7592
O1C2C3OC4OC3C2C14,2.1549
COC1(C)C2CC(O)C12,2.9086
CC1CN1C1=CNC=N1,3.0048
O=C1CC2NC2C=C1,4.5641
CC1(O)C(O)C1(C)C#C,2.8316
CC(C)C1C2OC1C2=O,3.0428
CN1C2CC3C4C1C2N34,1.2709
COC12C(O)C1C1NC21,2.9732
CC1CCC(C)C11CO1,1.7121
CC1C2C3CC1(C)CN23,1.7737
CCCCOCC1CN1,2.4668
CC(NC(C)=O)C(C)=O,2.0725
OC1(COCOC1)C#N,3.8653
O=CN1C2C3C1C2C3=O,2.1616
CC(C)NC1=NNC=N1,1.568
C#CCC1=NNC=N1,2.9342
OC12CC1(NC2=O)C=O,2.7702
CC12OCOC1CC2O,2.4543
COC1(C)C(O)C1O,1.6926
OC1CC2C3CN3CC12,2.9407
N#CC12NCC1C1OC21,2.8694
O=C1CCN2N=CN=C12,4.1198
CC12C3CC1=CCC23O,1.5372
OCCCC(O)CC=O,4.0676
OCC(=O)C1CCCC1,3.1373
COC1C2C3OC2C13O,3.2375
OC1CC11COC1=N,2.8756
CC(CNC=O)C1CO1,3.0949
COCC1CC(C)(O)C1,1.5479
C(C1CC1)C1=CNC=C1,1.8281
O=C1OC2CC1N1CC21,5.0262
OC1=NC(=O)C=CN1,6.2163
N#CC1(C#N)C2CC1C2,5.1056
CCC1C2OCOC12C,1.2246
CC1CC11CC2NC12C,1.6284
CCC(C)C(O)C1CC1,1.4371
OC1C2OC(=N)C(O)C12,2.2639
CC1=C(CCO)OC=N1,1.8351
CC1=CC2OC1C=C2C,1.9463
O=C1OCC11CCO1,4.343
N#CC1C2COC=NC12,4.7508
CC(=N)OC1CNC1=O,5.1018
CC1CN2C(C#N)C12C,3.6419
N=C1ON=NC(=N)N=C1,1.2299
OC1(C=O)C2CC1C=C2,2.1538
OCCC1OC1C#C,1.0846
CC1CNC2=NON=C12,5.3663
CCC(=NO)C1(O)CC1,1.1944
CC(CO)C1(O)CC1C,0.2361
CC1CC(=O)C1C,2.803
CCC12CC(CC1O)O2,1.6262
NC(=O)CC1=NOC=N1,4.4539
CCN1C=NC(CC)=N1,2.7642
CC1(O)COC11COC1,3.6316
CCCC1(C)CC2NC12,1.5851
CC(O)C(=N[O-])C(N)=[NH2+],6.079
COC12CC3C1C=CC23,1.1423
CC1(C)C(O)CC2CN12,2.3565
COC=NC1(CC1)C#C,2.2601
CC1(O)CC11CNC1=O,4.0393
CC1OCCNC1=O,3.3869
OCCC1CC=CC1O,2.7737
COC1=CC=NC(=O)O1,5.1627
CC1=C2COC2C(=O)N1,4.5507
O=CC1CCN=CO1,0.3674
OCCC1C2OCOC12,2.0882
CC1(C)C2C3CN3C12C,1.5194
C1OCC1N1C=CN=C1,3.1679
CC1CC2(CC2)OCO1,1.72
C#CC12OCC3C1CC23,1.7747
CCC12CC3C(C13)C2C,0.2975
CC12COC(O1)C=CC2,1.8615
NC1=N[N-]C(=[NH2+])N=C1N,3.432
CN1CC(O)C1(C)C#N,3.4253
O=C1CC2(C1)OC2C#C,1.9533
CC1(CO1)C1=CCOC1,1.3253
CN1N=C(CO)C=C1C,1.7124
CC(C)(C)C(O)C=O,2.2296
CC#CC1=NC=CN=N1,2.1379
OC12C(OC1=N)C2C#C,1.6616
OCC(CC=O)N1CC1,0.4002
C1NC1C1=CN=NN1,5.9345
N#CC1CC2(CC2)C1,4.2439
CC(CC=O)=NO,2.0372
CC(C)C#CCNC=O,3.9687
CCC1(C)CCC1C=O,2.8971
C1CC23NC2(C1)C1OC31,0.9786
CC12CC1C1C3CC1C23,0.214
CCC(O)C1=NC=CN1,2.3619
CC1COCC(=O)C1=O,3.6122
CC1C(O)C1C(=O)C#C,3.3249
CC1=CC(CC#N)=CN1,5.5902
O=CC12OC3C4C3C1C24,2.9828
CN1C2C3CC1CC2O3,1.6686
CC12COC1C(CO)C2,0.5632
CC1NC1(C=O)C#C,3.2244
OC1=COC(=N1)C1CO1,1.6235
CC1OCC2(O)CC12C,1.5745
CC(O)CC1NC1CO,2.8139999999999996
CNC1=NC(N)=C(C)O1,1.9242
CC1(CC([NH3+])C1)C([O-])=O,16.105
CCCCC1OC1CC,1.6651
O=CC12CC1C(=O)O2,5.0097
CC(C)CC1(O)COC1,0.8233
O=C1COC2CC2CN1,3.5665
CC(C#N)C1=CN=CN1,1.6508
CC1C(O)C=CC11CO1,1.4292
C1C2OCC12C1CCO1,2.6434
CC(C)CC#CCC#N,3.8896
N#CCC1=CCN2CC12,4.4116
CC12CC(CC1O2)C=O,3.3181
CC1=C(N)C(F)=CC=N1,2.0875
CCC12CC(O1)C2C,1.6896
CC(C)(CC1CO1)C#N,3.7217
CC12NC1C1NC2C1=O,1.7979
COC1CCC(C)C=C1,0.9104
CC1C2CCN(C=O)C12,4.1493
CC(O)C1(C)CC2CC12,1.4829
CC1CC=CCC11CC1,0.2003
CCC1(CC1C)C#CC,0.2412
O=C1CCOC1C1CN1,2.8053
OCC(=O)NC=O,6.8724
CC12CC3(CO3)CC1O2,3.3993
COC1=C(C)C=C(N)N1,2.2083
CC1CC(=N)OC1CO,2.5073
O=CC1CC2(CC2)C=C1,3.0461
CC1C(C)C2C1OC2=N,2.7039999999999997
O=CC12CC3(CO3)C1N2,1.7919
OC12CC3C1N3C2C#C,2.1485
C1OC2COCC2O1,0.0208
OC1C2OC1C21CO1,2.0828
O=CC1C2C3C=CC2N13,2.2787
O=CNC1=NC2CC1C2,5.3295
OC1CC(C#N)C2OC12,5.2735
CC(C#N)N1CC1CO,3.6663
CCC1CC2(C)CC1C2,0.057999999999999996
CC(=O)C(O)C(O)C#N,4.3332
O=C1CC2(CCC2)C1,2.9347
CC1=CNC(=N)N=C1F,4.4649
CC(CC(C)(C)C)C#N,3.8756
CC1(CO)C=CC2CC12,1.4843
OC1CCC=CCC1=O,2.9802
C1CC23CC4C5C(N25)C134,1.723
CC1OC(C)C1(C)C,1.5935
CCC1C(C)OC1C=O,3.3448
NC1=CC(N)=C(N)O1,2.3309
CCNCC1=NC=NO1,2.2415
CCCC(CCC)C#N,3.7872
CC#CC1COC1=N,2.5272
NC1=C(CNC1=O)C=O,1.5516
CNC(=O)OCCC#N,5.6768
NC(=O)C1CC1C1CO1,4.5717
COCC(C#C)C1CC1,1.472
CC1C2OC1C2(N)C#N,4.2941
CC1CC(O)C1(C)C#C,1.8174
OCC12CCC1NC2=O,4.2567
COCC1=CC(N)=NO1,2.8901
CC1CC2CC1OC2=O,4.3679
COC12CC3C(C1)C3O2,1.4728
O=C1NC2CN3CC1C23,2.7727
N=C1OC2COC12,3.0496
OCCC1CN1C=O,3.7472
CC#CC1CCOC=N1,2.1616
CC(=O)OC1(C)CC1O,2.5923
CCC1C2CC(C)C1O2,1.7821
CC1=C(N)CCCC1=O,5.3251
OC1CCNC1=O,3.7646
CC1OC1C#CCC#C,1.5735
CC1(O)C2OC11CCC21,1.7195
O=C1N=COC(=N1)C#C,5.8831
OCC(O)C1CC1C=O,3.1285
CC#CC12CC1NC2=O,3.5777
CN=COC(C)C(C)=O,2.1656
N=C1NC(CC1=O)C#C,3.8498
CN1C=NC=C1CO,5.2977
CC1C2CC(O2)C11CC1,1.6541
N#CCOC1=NOC=N1,3.8029
CC1(C)CC11CCCC1,0.1378
O=C1C2CCC11COC21,3.5308
CCC(C)C1CCOC1,1.6037
FC1=CON=NC1=N,1.4673
CN=COC1CN(C)C1,3.3615
CC1=CC2COCC1O2,1.1085
N=COC1=CC=CO1,2.997
[O-]C(=O)C12CC1C(=[NH2+])N2,9.1712
OCC1CC(=O)OCO1,2.3812
O=CC1=CN=NNC1=O,2.5694
OCC(=O)C1OC1C#N,4.9285
CNC1=NC2CC2C1=O,0.7503
OCC1CC1CC=O,2.6309
CC1NC11C=CCC1=O,2.2189
COC1C2OCC(=O)C12,3.1845
CC#CC1CC2CC12O,1.3504
OC1CC1C1(CC1)C=O,3.8383
O=CCCN(C=O)C=O,3.9422
CCC1C2C3CC2C13C,0.2568
CCNC1=CC=C(C)N1,1.3927
CC1(CC1C#N)OC=N,0.9098
CCC12OCC1C1CC21,1.7462
CC1=CC2OC3CC1C23,2.0376
CC1OC2C3OC3C2O1,2.1479
CC1C(O)C2OC12CO,1.2559
OCC1C2CC1O2,3.053
CCCC(O)C1OC1C,1.0476
CC1=CCCC2(C)OC12,1.6843
CCC#CC1NC1C,1.2815
CCCC(=O)C1CC1C,2.3991
OC1C2CC1C(=O)C2=O,4.3335
O=C1CN2CC1C21CC1,2.1437
CC(=O)CC12CC1CC2,2.6007
CC12CC(C1)C(=N)O2,3.2636
CN1C2CC3C2OCC13,2.0216
C1CC2C3OCC2C1O3,2.571
CCC1(O)C2NC(=O)C12,4.3889
CC1OCC2CC2C1O,1.8913
CC1CC(C)=CCO1,1.2436
NC1=CN=C2OCCN12,4.6187
C1CC11C2NC2C2OC12,3.1617
CC(C=O)C1C2CN1C2,3.9145
CC(N)=O,3.6367
NC1=C(N=CN1)N1CC1,2.5135
O=CC(CC#N)C=O,1.8805
O=C1CC=CC2CC12,3.0885
OC12CC1OC21CC1,1.1856
C1C2N1CC1C3CC21O3,2.7191
CC1OC(=O)C(C)=C1C,4.9794
CCC1CC(CC)C1C,0.1569
O=COC1CC(C1)C#C,3.3791
O=CC12C3CC1OC23,3.015
N=C1COCC(O1)C#C,2.6444
CC1(O)CCC(O)C1O,1.2827
OCC1(OCC1=O)C=O,2.2943
CC1(N)COC1=O,4.1989
OC1C=CC(=O)C2NC12,2.3509
O=CC(=O)C1(CC1)C#N,3.8321
C1OC11C2C3C2C2C3C12,1.9269
OC12C3CC1(NC23)C#N,4.2781
CC12CC3N=CN1C23C,2.3054
CCC1CC(O1)C#N,4.4542
CCC1OCC(O1)=NC,1.6647
OC1C2OCC12NC=O,2.8541
OC(C#CC#C)C1CO1,1.5077
CC(C)C(C)CC(N)=O,3.3421
CC(O)C1=NOC(=O)O1,3.3933
OCC1(O)CC(=O)C1,3.7632
CC1C(CC1=O)OC=N,2.7897
CC1=CC2(C)CC1C2,0.1885
C1CC11C2NC3C2OC13,1.6144
NC1=CN=C2OC=CN12,3.7689
CC(C)C1C2CC1(O)C2,1.3051
OC1CC(=O)NC=C1,3.2663
CC1C(O)CCC2CN12,2.3512
CC1CC2C1C2(O)CO,2.0139
C1CC2C3COCC23O1,1.9795
CC1C2OCC(O)C12,1.8676
O=C1CCC(O1)C1CC1,4.4117
O=CCC(C=O)C#N,3.3813
COC1(CC#N)CC1O,3.1426
CC1=C(CC#C)N=CN1,3.5725
CC(C=O)C1C(C)C1C,2.6935
O=CCC1CC(O1)C#C,3.4221
COC1CC(OC)C1=O,2.1879
CC1CC(=O)C(O)C1=O,3.7302
C1C2C3CC4OC2C4C13,1.7964
OC1(CCCOC1)C=O,2.4243
CC12CC(O1)C1CC21,1.6381
CC1(C)OCC1O,2.2041
COC1(COC1=O)C=O,2.051
CC1CCC(C)(O)C1C,1.3522
N=C1CCOC(O1)C#C,2.5799
CC1=CC=CN=C1C#C,2.3527
OC12C3CC11C=CC2N31,1.8767
O=CC(=O)C12CC1OC2,0.6531
OC(C#CC=O)C1CO1,3.9885
CC1C2OCC12CC=O,2.2163
CCC1CCC(O1)C#N,4.2235
C1C2C3OC1C1OC3C21,2.6368
O=CN1CC(C1)C#N,3.4926
C1CC1C12CC1COC2,1.6206
CCC(CC#N)C(C)O,3.1755
CN1C(CC=O)C1C=O,2.7207
CC(O)C1=NOC=C1N,2.5912
CC(O)C(C)C1CCO1,3.1303
OC1(COC(=O)C1)C#C,5.0476
O=CNC1=CN=CO1,3.6551
CN=COC1COC1=N,2.1993
CCC(O)C1OCC=C1,0.9811
O=C1C2NC3COC2C13,2.8742
O=CC1=CC(=O)ON=C1,3.1292
OC1COCOC1=O,2.9003
CC#CC1CC2CC1C2,0.1678
OCC1C2COC(=N)N12,4.3303
OC1CC11N=CN2CC12,1.9294
CCC1OC1CC=O,3.158
CC12C(C#C)N1CC2O,1.8668
CN1CC1C12CN(C1)C2,1.0473
CC1=NC2CCC(C2)O1,1.7402
COC12CCC1N(C)C2,1.5524
CC1OC11CNC1=O,4.2375
OC1(CC=O)C2CCC12,2.0087
CC1=CN=C(CCO)O1,1.0199
CC1CC2(CC12)C1CC1,0.2481
CN(CCCO)CC#N,5.0097
O=CN1C2CC1C2,3.8934
CC1C2OC2(CO)C1O,1.7878
CC1CC2C3CC3C2O1,1.351
N=C1NC2CCOC2O1,3.7422
CN=C(OC(C)C)C=O,1.9795
CC1=NCCC2(CC2)O1,1.7258
CN1CC1C(O)CCO,1.0795
CC(=O)NC12CC(C1)C2,3.3024
O=C1CC2OC1C2C#N,3.1416
CN1C2CC1C(=O)C2O,4.3556
CCOC(=O)C1(C)CC1,1.7825
CCCCN1CC1C,1.1511
CCC(C)(O)C1(C)CC1,1.3243
O=C1C2C3C2N1C3C#C,4.1192
CCOC(COC)C#C,1.5361
CCNC1=NNN=C1N,1.1973
COC1C(C)CC1C#C,1.12
CN1C2CC1C2(O)C#C,1.8079
N#CC1CCCC2NC12,5.0184
CCOC(C#C)C1CC1,0.6934
CC(=O)C1OC1C1CN1,3.9336
CC#CC1COC1C,1.8907
CC1(O)C2C3NC3C12C,1.7009999999999998
COC12CCC1NC2=O,2.9225
C1OC=NCC=C1,1.943
O=C1CC2OC3CC2C13,3.1261
COC12CC3C1N3C2=O,3.7458
CC1OC2CC1C=C2C,1.2586
COCC1=CON=C1N,4.1486
CCC1C2CC1N1CC21,1.5536
CC1CC1(O)C1COC1,0.696
CC#CCC#CC(N)=O,3.6163
OCCC1OC1C#N,2.5645
O=C1C=CNC(=C1)C#N,5.0582
OCC12CC(C1)N=CO2,1.1168
O=C1NC2C(N1)C2C#N,5.7546
CC1(C)C2CC1C(=O)N2,3.8166
CC1CC1C#CCC=O,3.0508
CC1=C(C)C(=O)CCC1,3.6679
CC1=COC=C1CO,2.3398
COCC12CC1NC2=O,3.0142
N=C1OC(CC#N)C=C1,4.6816
CN=COC(C)C1CC1,2.7601
CC#CC12CC1CC2C,0.2626
CCC(O)C1NC1C=O,4.3499
CC1(C)NC1C#CC#N,6.3037
COC(=O)C#CCC#N,5.0546
OC1C2COC(C2)C1=O,2.9255
OCC1OCC(O)C=C1,1.5215
OC12CC1N1CC21C=O,2.8691
CC(N)(CC1CC1)C#N,3.0553
OC(C#N)C#CC#C,3.3977
OCC12CC(O1)C2=O,1.7079
CC1CCC2(C)OC12C,1.7463
CC(O)C1(C)CC1C=O,3.9928
COC(C)CC#C,1.4918
C1CC1OC1=NON=C1,3.4069
N=C1OCCC1C1CN1,2.3575
CNC1(CC1C#N)C=O,2.6346
CC1OC=NCC1C#C,2.1504
C#CC12CC1OCO2,1.0948
O=CC12CC1C1NC1C2,3.3051
CC1C(O)C2CCC=C12,1.0866
COC1=C(C)N=C(O)N1,2.2518
CC1C2C3C2C1(O)C3C,1.3258
OC1CC2CC3CC1C23,1.3521
C1CC2CCOC2C1,1.4946
CC12CC3C(C1C=O)N23,1.1549
CCC1CC1C(C)(C)O,1.3659999999999999
CC1NC(C(N)=O)C1=O,5.3697
O=COC12CCC1CC2,4.1393
C#CC12CC3CC1C23,0.9814
CC(CC(=O)C=O)C=O,2.138
CN1CC1(C#C)C#N,4.8411
OC1CC2(CCO2)C1,1.3656
CC1(C)C(O)CC1O,2.5467
CC12CC(=O)C1C2C=O,3.713
C1CC23C4NC12C1C4N31,1.4748
CC1OCC=CCC1=O,2.2141
CCC1(C)C=CC2NC12,1.4271
O=CNC1COC1=O,3.321
CC1=C2C=CC3C(C1)C23,0.7014
CCC(=O)COCC=O,4.2517
N#CC1NCCC2NC12,5.8511
CCNC1=NN(C)N=N1,2.272
NC1=CC(O)=C(O)O1,2.6128
C#CC(C#N)(C#N)C#N,3.8360000000000003
O=C1C2C3N2C1C31CO1,3.3553
CC1CN1C(C)(C)CO,0.7448
CC1COCC1OC=N,3.3827
OC1CC2CC1OC2=N,2.4545
CC1CC2(C)C(C=O)N12,3.5492
CC1CN(C)C(C=O)=N1,2.7939
COC1C2(C)COC12C,1.6338
CC#CC1(C)C(C)N1C,1.5557
COC=NCCCO,2.063
CC1OCC=C1C,1.6775
CC1CC1C(=O)N1CC1,2.8645
CC1(O)C2CC1C2(C)O,1.9255
O=C1CC2=C(CCC2)N1,3.5186
CC1OC2C(C)C(C)C12,1.6335
COC12CN(C1)C2C#N,5.0447
CCCC1NC1CO,2.2604
CCN1N=CC(=N1)C#N,4.9236
COC1C(C)C1C(C)O,1.9806
CC(=NO)C1CC(O)C1,2.3204
COC=NC(C)C(C)O,4.365
OC1C2CC(O2)C11CC1,1.1927
CCC12CC3C1COC23,1.4944
NC(=O)C1(CC1)C1CC1,3.5492
N1C=C2C=CN=C2N=N1,6.3466
OC1CC=CNC1=O,3.5883
CN=COC(C)(C)C#C,3.1836
CCC1=NC=CC(C)=C1,2.1545
OCCC12OC1CC2=O,1.4675
CC(O)C1(C)CN=CO1,2.325
CN=C(C)OC(C)C,0.8157
C1CC1C12CC1C1CN21,1.3355
OC1CC(O)(C1)C1CN1,3.6658
CC1COC1CCC=O,3.7646
O=CCNC(=O)C=O,1.4014
CC1C=CC2(C)CC1O2,1.5201
CCC1OC(=O)CC1O,4.0443
CNC1=C(O)N=C(N)N1,2.1611
O=CC1CC2=CCCC12,2.6716
CC1=CCC2=C1C=NO2,3.358
N#CC12CCCC1N2,5.3602
OCC1(NC1C#N)C#C,4.1008
C1CC23CCC12CC3,0.0002
O=C1COCC11COC1,2.0547
C1CC2=C(CO1)NN=N2,3.6199
O=CC1C2C3OC1OC23,2.7777
CC#CCC1=NC=NN1,3.7049
C1OCC2=NOC=C12,2.386
OC1COC23CC12CC3,1.4361
CC1=NON=N1,2.7404
CC1=NC2(CC2)CO1,1.0291
O=C1CCN2C3CC2C13,2.0156
OC1CC2OC3CC2C13,2.2034
CCC1(O)CCC1C#N,4.5892
CC1C2C3C1C(C#N)N23,4.4973
CC1CC=CC1(C)CO,1.4943
OCCC1=NNN=N1,1.3936
C1OC2C3C4C5N4C3C125,1.3818
CC(CO)C1=COC=C1,1.3894
CC12NC(=O)C1C1NC21,4.976
CC(O)C1COC(N)=N1,2.5398
CCN1CC2(O)C(C)C12,1.9881
CC1C2NC2C1(O)C=O,3.4111
CC(C#N)C(C)(C)C#N,0.4671
COCC1(CO1)C#C,2.5237
CC1COC2CC2C=C1,1.2154
CC(O)C1C2C3NC3C12,2.7418
OC1CCC(O)C1C#C,1.4859
CC(=O)OCCN1CC1,2.647
CC12CC1(C)C(O)C2,1.6654
CC1C2C3OC1C(=O)C23,3.1672
COC1CN2CC2C1=O,1.4483
CC1C2NC3C2OC13C,0.9317
CC(=O)C(C#C)C#C,2.48
CC12OC1CC21CC1,1.8395
N=CN1C(=N)COC1=O,4.7783
OC(C=O)C12CN1CC2,2.1934
N#CC#N,0.0023
CC1CC2COC2C=C1,2.0239
COC1(CC#N)CCC1,4.6034
O=C1NC(CO1)C1CC1,4.9993
C1C2C3C4C=CC2C1N34,1.3422
CC12CCCC1(N2)C#N,5.2035
O=CC1CCC=C1C=O,3.557
CC1C=CC(=O)NC1=N,1.9735
NC1=CC(=O)CC1CO,6.1846
CC1CN2CC2C1=O,2.1951
CC1=NC=NC=C1C#C,2.2352
CC1CN(C)C(=O)O1,4.7863
O=C1C2CC1C1CC21,3.0414
C#CCCC12CN(C1)C2,1.1965
CC1OCC(C)(C)C1=O,1.5685
OC1=C(F)C(=O)OC=N1,4.485
CC1CC(C)(O1)C=O,2.1106
CC(O)CN1N=CN=N1,4.3362
CC(=O)C(CO)CC#N,3.352
CC1OCC1(C#C)C#N,3.0578
C1CC1C12CC1C=CC2,0.1972
COCCC12CC(C1)O2,1.5366
CC12CC3C4CC4C1C23,0.3533
OCC1CC(C1)C=O,3.1956
C1C2C3OC4C1C2OC34,0.7997
CCC1(C)CCCC1,0.0402
CC1=C(O)C=C(N1)C#N,4.0051
CC(=O)C12CC1C=CC2,2.6904
CC1=NC(CO)CCO1,3.037
CC12CCC=CC1C2O,1.3057
OC1CCOCC1O,1.6806
CCCCC(C)(C)C#C,0.6832
O=C1C2CC3OCC1C23,2.7474
FC1=NC(=N)NN=N1,1.2035
COC(C)C1OCC1C,2.0165
CC1(COC(=N)N1)C=O,3.6151
CCOC1(CC1O)C#N,3.6098
O=CNCCC#C,3.6158
CC1OC2=NCCCC12,3.7027
COC12CC(C)C1C2C,0.9366
O=C1NC2C=CC3C2C13,3.7028
CC12CC1N=C(CO)N2,2.2105
C#CC12CCN1CC=C2,1.4278
N=C1OC2CCOCC12,3.2679
CCC12NC1C(O)C=C2,2.8569999999999998
CCOCC(C)N1CC1,1.7217
O=C1NCC2=C1ON=C2,5.7563
OC1CC2(CC#C)CC12,1.3579
O=CCOC(=O)NC=O,4.2794
OC1CC(C1)C(=O)C=O,1.3388
CCOC1=CC=C(N)N1,1.367
CCC1C2C3OC1OC23,1.8353
C1CC2(CCCC2)O1,1.5243
CCOC1CC(C)C1O,2.4726
CNC(=NCC=O)C#N,5.1645
C1C2CC1C1=C2OC=N1,2.0868
CCCC(C)C1CN1C,1.2961
N=C1NC(=O)NC=C1,2.387
CCC(C)C(C)C(C)O,1.3915
CN=C(NC=O)C(N)=O,2.1029
OCC1C2CCCCN12,2.7491
O=C(C#C)C1C2CC1O2,2.0454
COC(=O)C1NC1C#N,3.2222
N=C1CCC=CCO1,2.8085
O=CC1=CC(=NO1)C#C,4.5704
CC1C2NC(=N)C(=O)C12,4.5145
OCC1CCOC(=O)O1,4.9986
CC(=O)C12OC1C1NC21,2.4792
O=CC(=O)C1=NC=CO1,5.3272
COCC1(CC1C)C#N,4.1734
CC1(CCC(=O)N1)C=O,3.4341
N#CCC1=CNC=C1,5.4909
FC1=NC(=O)NN=N1,2.3315
O=C1NC2C=CCC2=C1,4.5784
OCC12CC(O)C1C2O,2.2822
CC1OC2=NCCC2=C1,3.7837
O=CCCCC#C,2.247
CC1CC11CC(=O)C1O,2.4696
CCC1=CC2NC1C2O,2.2117
CC1CC2(NC12)C(N)=O,3.3265
O1C2C3C=CC2C13,1.808
CC(CC#N)OCCO,4.0419
C#CC12CCC1OCC2,1.2029
CC1=CC2NCC1C2=O,2.0037
C1OCC11COC=N1,2.0396
OCC1C2C3CC1CC23,1.2761
OC1CN(C1)C(=O)C#N,6.1432
O=CCCC(C#C)C#C,2.2763
C1C2C=CC3=CC=C1N23,1.858
OC1C2CC11COCC21,2.0463
CN=C(CO)N(C)C=O,3.0213
COCC1CC(O)C1C,0.6629
O=C(C#N)C12CCC1O2,4.0133
COC1C=C(C)C2CC12,1.0674
CN=C(OC=O)C1CO1,3.0812
O=C1NC(=O)C=CO1,2.5168
C1CC11C2CC3CC1N23,1.7105
CC(C)N1C2C3CC3C12,0.7692
CCC(CO)COC,3.0105
CC12CC3C(CC13)C2O,1.2028
CCC1CC2CC2C1C,0.2623
CC1C2CC3C(C2O)N13,2.7578
CC1CCC(O)C2OC12,2.4932
O=COC1CC(=O)C=C1,3.012
CCC1NC(CO)C1=O,3.7892
O=CN1C(C#C)C1C#N,5.0617
CC12CC1(NCC2)C#N,4.4532
O=C1COC(C1)C1CC1,1.9419
CC1=C(N=CO1)C1CC1,1.6369
CCC1(CC#N)CCC1,3.9452
OC1CC2OCC2C=C1,1.8008
CCC#N,3.9233
NC1=NOC(F)=NC1=N,1.9346
CC1CC(O)C(=O)C1,2.8228
CC1=CN=CN=C1C#C,2.8049
OC1CC2CC2C1=O,2.0587
O=CC(=O)C#CC1CO1,2.4573
COC1CC(=O)C=C1N,5.2485
O=CC1OCC=C1C#N,2.8375
CC1=C(F)NC(=N)N=C1,3.4833
CC1C2C3COC3CN12,1.4201
C#CCCC1(CN1)C#C,1.3769
CC1(C)CN2CC1(O)C2,0.9875
C1CC11C2OC1C=C2,1.8245
C1CC1C12NC1CC=C2,1.5775
OC1COC(C1)OC=N,2.7036
COC(CC#C)C(N)=O,3.1975
CC1CC(C)(O1)C#C,1.646
CC1=C(O)NC(=C1)C#C,1.913
CN(C(N)=O)C(=N)C#N,1.8353
